Filename,MAP,MRR
BM25_QNotStopped_CaseFolded_System,0.3962263881542331,0.6166226882092267
Lucene_System,0.41990114493265734,0.7083212994270688
PRF_BM25_Stopped_CaseFolded_System,0.38423006402025534,0.6198494141246241
Smooth_QNotStopped_CaseFolded_System,0.0032020888248246856,0.003096590874499149
BM25_QStopped_CaseFolded_System,0.43724671723972974,0.6513216751197519
Smooth_QStopped_CaseFolded_System,0.03316932363170733,0.04927995759169441
TFIDF_QStopped_CaseFolded_System,0.3228414332682602,0.5687682777871292
TFIDF_QNotStopped_CaseFolded_System,0.3238055892392741,0.5673113876125487
